,uri,title,artist,cluster
1100,spotify:track:6GmkJJMe9U1tEcrJ3Hq3A1,Polarize,Twenty One Pilots,2
1101,spotify:track:2P61EK6DMGyVyssLWS4fKy,Lane Boy,Twenty One Pilots,3
1102,spotify:track:7i9763l5SSfOnqZ35VOcfy,Heavydirtysoul,Twenty One Pilots,2
1103,spotify:track:38P9O1S6EuTic9Qfp82Qpa,U-Turn (Lili),AaRON,2
1104,spotify:track:2ex9Bgz3xSrB4aEWdKUcu8,Angel Dust,AaRON,1
1105,spotify:track:4RF6vO5SfMvxvoIP7DOaYP,Lost Highway,AaRON,3
1106,spotify:track:4AYV3zJDg3H7SgTUP5G98p,Le Tunnel D'or,AaRON,0
1107,spotify:track:3pcbw0pashUTBRcLk99iG0,Little Love,AaRON,2
1108,spotify:track:51cHLUyfdhGH2Od3fXfgpb,Last Night Thoughts,AaRON,3
1109,spotify:track:4gCmLimxn72CALDzhxTCr4,Le Tunnel D'or (Version Symphonique),AaRON,2
1110,spotify:track:5QqM8xrpJqZbTWvSr78CxG,Endless Song (Version Symphonique),AaRON,2
1111,spotify:track:51UC1yV79s4uxyIHs2ilYE,Tiimmy Turner - Remix,"Desiigner, Kanye West",0
1112,spotify:track:5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,Bronski Beat,2
1113,spotify:track:0YA9Ofybww924Dy12PkaXq,Heart Of Glass - Crabtree Remix,"Blondie, Philip Glass, Jonas Crabtree",0
1114,spotify:track:3RjDNn71OdwCdoZLNbwMNA,Wonder,Soap&Skin,3
1115,spotify:track:5FfiXAmcC6FL2k6PQTZmzM,Roissy - (avec Jane Birkin),"Florent Marchet, Jane Birkin",3
1116,spotify:track:2PRpu5J2wRm74PzB0IijC4,Fade To Black - Remastered,Metallica,2
1117,spotify:track:0J3I49UdftZ6qSWZf6ItJs,Novocaine For The Soul,Eels,2
1118,spotify:track:52BUOdNI2TneBPq4EFOtAy,Sugar Man,Rodríguez,0
1119,spotify:track:0yKK9to5WLMT35x8dRU1W5,Hero,Family of the Year,3
1120,spotify:track:4rXsapBjwYiYffFPW7G4zr,Runaway,AURORA,3
1121,spotify:track:5v7Eh9qFbUPcjjF7xbLB7l,Airplanes,Local Natives,1
1122,spotify:track:3dNjUFt6EFU4Gq6Q5vfJqf,Girls Like Girls,Hayley Kiyoko,2
1123,spotify:track:6TpevwJsyb8eTTycGao0k7,What You Need,Flume,3
1124,spotify:track:2HkIsfudZs9v7YJo4Pr8kY,Hey,Izïa,0
1125,spotify:track:3dQKG6qs8sPtybezyfdUxc,Too Bright,Perfume Genius,3
1126,spotify:track:4vWeIrIQQrbThS11ogLTmu,War of Hearts,Ruelle,2
1127,spotify:track:6cy83P2limyzaFSl3OoQe0,"Towards The Sun - From The ""Home"" Soundtrack",Rihanna,0
1128,spotify:track:7l7jTJ7PP4XDVO3M9lcUYR,Take A Fall For Me,"James Blake, RZA",3
1129,spotify:track:3LM9Fim1brf4l7AbLHK5bL,Luna y sol,Manu Chao,3
1130,spotify:track:5wffYfKqMgurUDpFoBCNSl,Cosmic Dancer,T. Rex,2
1131,spotify:track:2HBeYwjvjb4pifQ9h1SRp1,Partons vite,Kaolin,3
1132,spotify:track:5kBOdszGtZDDhUZgq8Dz6Z,Tu es mon autre,"Lara Fabian, Maurane",3
1133,spotify:track:3Pas9u4vk4hKEIa5OtKRFF,Total Eclipse of the Heart,Bonnie Tyler,2
1134,spotify:track:0jCgiC6yOn6Vj9nGzOwsQ3,Shadow,Birdy,3
1135,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,2
1136,spotify:track:1i14BqHS6UYOnyDIvPvatr,More Than This,Roxy Music,2
1137,spotify:track:2uDEst4D3pudz97dbxnSJm,True Care,James Vincent McMorrow,3
1138,spotify:track:6tBD4yjOf9P8rWwUlXdJFm,Have You Ever,Brandy,3
1139,spotify:track:4xFxK0FXmNlUDRgCaIQCVn,Here With Me,Dido,1
1140,spotify:track:7v4vFLq2syogKodEaMrpYe,To Me,Chet Faker,1
1141,spotify:track:4b1hVHiZrltoXPDskF0mCp,Don't Dream It's Over,The Head And The Heart,0
1142,spotify:track:6xLwpq74Od2hg00JvOIot4,Wish That You Were Here - From “Miss Peregrine’s Home for Peculiar Children” Original Motion Picture,Florence + The Machine,2
1143,spotify:track:63hX9QtDYzbhusLBf7fXTJ,Morning,Les Gordon,0
1144,spotify:track:6ElMYJHzi061PumWDnWtCe,It's in the Rain,Enya,0
1145,spotify:track:1ZyQGXH9dZ4AecevHhKUxi,World Gone Mad,Bastille,2
1146,spotify:track:2ZPw5uyVI5m1nSvjQYmf3j,Hayloft,Mother Mother,0
1147,spotify:track:3qGCIOFBW9LyuuSbIHVM1g,O Holy Night,Tracy Chapman,3
1148,spotify:track:4mNGNMcsoMS6F9SGycmHWM,Lonely,Akon,2
1149,spotify:track:1dOJtXmqzWgqAw5hX8CJdP,Five Minutes,Her,3
1150,spotify:track:0V8jGgK39sLsj2yAHHPigU,Go Outside,Cults,3
1151,spotify:track:6J6FXmYrMxg93mBxkugUlI,Easy,Son Lux,3
1152,spotify:track:3xn7cwof2Srt3CRjvLfrXa,Fear of the Water,SYML,1
1153,spotify:track:1A8v1TY2XzfFKdcSeebVbS,Some Needs,Rover,0
1154,spotify:track:2eMh8ISgK9dylE51SJUixA,My Friends Never Die,ODESZA,3
1155,spotify:track:0I4qrulZL44fkabgoOFVYk,Loveland - Studio Version,Milky Chance,2
1156,spotify:track:2p0Gd0LBUpqJkUC8ISdBjL,Stolen Dance,Milky Chance,3
1157,spotify:track:2374M0fQpWi3dLnB54qaLX,Africa,TOTO,2
1158,spotify:track:1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,Foreigner,1
1159,spotify:track:48p1tayyXF3eh8E3Y4pXmK,Genesis,Grimes,3
1160,spotify:track:41yIvlFgvGwxq8qTqAR7eG,Bloom - Bonus Track,The Paper Kites,1
1161,spotify:track:5xPQsTrT2LjidijK2Tzlxh,I'm Like A Bird,Nelly Furtado,1
1162,spotify:track:7oBkewca5RvLELoJCxZNT4,Please Come Back To Me,Adam Naas,2
1163,spotify:track:1YkTwF8v8tTj44vK52q7LB,Irruption,Gaël Faye,3
1164,spotify:track:4nvLzrVmgYprPttHDsuXL6,Tôt le matin,Gaël Faye,0
1165,spotify:track:3dYEGcrCYgUiwRcbXmkksx,Pills N Potions,Nicki Minaj,3
1166,spotify:track:5fJOwafDqPtACobyqgLVRg,Djôn'Maya,Victor Démé,0
1167,spotify:track:48psxWnIVYCPUZJKiuDiEf,The Man Who Sold The World,Nirvana,0
1168,spotify:track:30dahk4tve6wEBfM2aVgbh,It's Ok,Tom Rosenthal,1
1169,spotify:track:7i7vtLp7cLSoz1moXwxxEd,Pritouri Se Planinata,Bulgarian State Television Female Choir,2
1170,spotify:track:4qo5BUZx4IAdbmltMJAiKd,Tonight,Lykke Li,0
1171,spotify:track:5xhQChGGhKLWqBqX4XhtYE,Sail,AWOLNATION,2
1172,spotify:track:6xkAnyEoJ2VDZuh7xfdl3Z,Happy,MARINA,2
1173,spotify:track:6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,M83,0
